eval/success_goal_59,z_current_eval_success_rate,time_eval,episode,eval/success_goal_188,eval/success_goal_78,time_infer_social_partner,eval/success_goal_133,eval/success_goal_163,eval/success_goal_1,eval/success_goal_90,eval/success_goal_69,eval/success_goal_5,time_sample_1,eval/success_goal_41,total_duration (s),eval/success_goal_177,eval/success_goal_143,time_store,eval/success_goal_11,eval/success_goal_34,eval/success_goal_150,eval/success_goal_19,time_argwhere,eval/success_goal_8,eval/success_goal_162,eval/success_goal_45,eval/success_goal_47,eval/success_goal_54,eval/success_goal_0,pos_rew_ratio,eval/success_goal_97,eval/success_goal_104,eval/success_goal_61,eval/success_goal_73,eval/success_goal_84,eval/success_goal_64,eval/success_goal_120,eval/success_goal_49,eval/success_goal_142,eval/success_goal_154,eval/success_goal_81,eval/success_goal_141,time_replay,eval/success_goal_56,eval/success_goal_7,eval/success_goal_151,eval/success_goal_124,eval/success_goal_53,eval/success_goal_76,time_recompute_reward,eval/success_goal_139,eval/success_goal_103,eval/success_goal_165,eval/success_goal_138,eval/success_goal_114,eval/success_goal_107,eval/success_goal_180,time_transition_batch,eval/success_goal_82,eval/success_goal_156,eval/success_goal_187,eval/success_goal_75,eval/success_goal_146,eval/success_goal_72,eval/success_goal_71,eval/success_goal_77,eval/success_goal_87,time_sample_shuffle,eval/success_goal_96,eval/success_goal_30,eval/success_goal_122,time_get_classif_samples,eval/success_goal_181,eval/success_goal_21,eval/success_goal_130,eval/success_goal_115,eval/success_goal_66,eval/success_goal_126,eval/success_goal_95,eval/success_goal_112,eval/success_goal_55,eval/success_goal_135,eval/success_goal_158,eval/success_goal_176,eval/success_goal_178,eval/success_goal_186,eval/success_goal_13,eval/success_goal_40,eval/success_goal_51,eval/success_goal_102,eval/success_goal_6,eval/success_goal_15,eval/success_goal_17,eval/success_goal_46,eval/success_goal_179,time_info,eval/success_goal_28,eval/success_goal_38,eval/success_goal_50,eval/success_goal_16,eval/success_goal_128,eval/success_goal_175,eval/success_goal_184,eval/success_goal_9,eval/success_goal_172,eval/success_goal_2,eval/success_goal_12,eval/success_goal_170,eval/success_goal_160,time_batch,time_data_process,time_update,eval/success_goal_68,eval/success_goal_168,eval/success_goal_4,eval/success_goal_123,eval/success_goal_166,eval/success_goal_44,eval/success_goal_153,time_random,eval/success_goal_27,eval/success_goal_108,eval/success_goal_93,eval/success_goal_14,eval/success_goal_89,eval/success_goal_10,eval/success_goal_137,time_epoch,time_pre_replay,eval/success_goal_106,eval/success_goal_132,eval/success_goal_161,time_encoding,eval/success_goal_101,eval/success_goal_70,time_sample_ind,eval/success_goal_48,eval/success_goal_127,eval/success_goal_86,eval/success_goal_140,eval/success_goal_159,eval/success_goal_173,eval/mean_Q,eval/success_goal_85,eval/success_goal_99,eval/success_goal_117,eval/success_goal_119,eval/success_goal_134,eval/success_goal_36,eval/success_goal_105,eval/success_goal_113,eval/success_goal_149,eval/success_goal_20,eval/success_goal_109,eval/success_goal_171,eval/success_goal_42,time_rollout,eval/success_goal_32,eval/success_goal_100,time_goal_sampler,eval/success_goal_52,eval/success_goal_182,eval/success_goal_136,eval/success_goal_60,eval/success_goal_62,eval/success_goal_63,eval/success_goal_131,eval/success_goal_80,time_buffer_sample,eval/success_goal_58,eval/success_goal_183,epoch,eval/success_goal_37,eval/success_goal_57,time_social_partner,eval/success_goal_145,eval/success_goal_121,eval/success_goal_35,eval/success_goal_26,eval/success_goal_152,time_comm,eval/success_goal_3,eval/success_goal_118,time_run_batch,eval/success_goal_79,eval/success_goal_98,eval/success_goal_33,time_reward_func_update,time_train,eval/success_goal_185,eval/success_goal_155,eval/success_goal_174,eval/success_goal_189,epoch_duration (s),eval/success_goal_18,eval/success_goal_148,eval/success_goal_31,eval/success_goal_88,eval/success_goal_116,time_reset,time_store_policy,eval/success_goal_83,time_reward_func_replay,eval/success_goal_39,time_sample_goal,eval/success_goal_91,eval/success_goal_92,eval/success_goal_164,eval/success_goal_74,eval/success_goal_157,eval/success_goal_144,time_scatter_data,eval/success_goal_23,eval/success_goal_22,eval/success_goal_129,eval/success_goal_190,time_env,eval/success_goal_24,eval/success_goal_167,eval/success_goal_25,eval/success_goal_29,eval/success_goal_169,eval/success_goal_94,eval/success_goal_67,eval/success_goal_111,eval/success_goal_43,eval/success_goal_125,eval/success_goal_147,eval/success_goal_110,eval/success_goal_65
1.0,0.7172774869109948,14.094,8300.0,1.0,1.0,0.010,1.0,0.0,1.0,1.0,1.0,1.0,17.882,1.0,55646.089129686356,0.0,1.0,0.007,1.0,0.0,0.0,1.0,0.043,1.0,1.0,1.0,1.0,1.0,1.0,0.495390625,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,241.356,0.0,1.0,0.0,1.0,1.0,1.0,0.539,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.460,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.023,1.0,1.0,1.0,3.965,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.000,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,274.899,4.450,153.393,1.0,0.0,1.0,1.0,0.0,1.0,0.0,22.809,0.0,1.0,1.0,1.0,1.0,1.0,1.0,576.014,20.191,0.0,1.0,0.0,0.000,1.0,1.0,19.413,1.0,1.0,1.0,1.0,0.0,0.0,-5.6540895,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.807,1.0,1.0,0.007,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,267.458,1.0,0.0,82,1.0,1.0,0.331,1.0,0.0,1.0,1.0,1.0,0.000,1.0,1.0,0.000,1.0,1.0,0.0,123.555,428.670,0.0,0.0,0.0,1.0,576.0859632492065,1.0,0.0,1.0,1.0,1.0,0.000,0.089,1.0,200.513,1.0,0.009,1.0,0.0,0.0,1.0,0.0,1.0,0.441,1.0,1.0,1.0,0.0,0.000,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1.0,0.7539267015706806,14.314,8400.0,0.0,1.0,0.009,1.0,0.0,1.0,1.0,1.0,1.0,17.995,1.0,56100.9498155117,0.0,1.0,0.008,1.0,0.0,1.0,1.0,0.042,0.0,0.0,1.0,1.0,1.0,1.0,0.49421875,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,240.394,1.0,1.0,0.0,1.0,1.0,1.0,0.519,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.397,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.024,1.0,1.0,1.0,5.999,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.000,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,273.967,6.479,153.604,1.0,0.0,1.0,0.0,1.0,0.0,1.0,22.724,1.0,0.0,1.0,1.0,1.0,1.0,1.0,454.790,20.278,1.0,1.0,1.0,0.000,0.0,1.0,19.465,1.0,1.0,1.0,1.0,1.0,0.0,-6.4875426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.753,0.0,1.0,0.009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,266.496,1.0,1.0,83,1.0,1.0,0.338,1.0,1.0,1.0,1.0,0.0,0.000,1.0,1.0,0.000,1.0,1.0,1.0,0.838,427.960,0.0,0.0,0.0,0.0,454.8606858253479,0.0,0.0,1.0,1.0,1.0,0.000,0.089,1.0,199.595,1.0,0.006,1.0,0.0,0.0,1.0,0.0,1.0,0.438,1.0,1.0,1.0,1.0,0.000,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1.0,0.7591623036649214,14.256,8500.0,1.0,1.0,0.013,1.0,0.0,1.0,1.0,1.0,1.0,18.185,1.0,56679.800243377686,1.0,0.0,0.011,1.0,0.0,0.0,1.0,0.045,0.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,241.515,1.0,1.0,0.0,1.0,1.0,1.0,0.503,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.439,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.024,1.0,1.0,1.0,6.995,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.000,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,275.248,7.486,153.629,1.0,0.0,1.0,1.0,1.0,1.0,0.0,22.796,1.0,1.0,1.0,1.0,0.0,1.0,1.0,578.783,20.453,1.0,1.0,0.0,0.000,0.0,1.0,19.688,1.0,1.0,1.0,1.0,0.0,1.0,-6.259068,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.788,1.0,1.0,0.011,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,267.774,1.0,1.0,84,1.0,1.0,0.319,0.0,1.0,0.0,1.0,0.0,0.000,1.0,1.0,0.000,1.0,1.0,1.0,122.542,429.285,0.0,1.0,0.0,0.0,578.850427865982,0.0,1.0,1.0,1.0,1.0,0.000,0.083,1.0,200.595,1.0,0.007,1.0,0.0,0.0,1.0,0.0,1.0,0.443,1.0,1.0,1.0,0.0,0.000,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.0,0.7329842931937173,14.140,8600.0,1.0,1.0,0.009,1.0,0.0,1.0,1.0,1.0,1.0,18.223,1.0,57132.69503116608,0.0,1.0,0.009,1.0,0.0,0.0,1.0,0.055,1.0,0.0,1.0,1.0,1.0,1.0,0.4965625,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,240.184,0.0,1.0,0.0,1.0,1.0,1.0,0.536,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.443,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.027,0.0,1.0,1.0,4.007,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.000,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,274.121,4.492,153.657,1.0,0.0,1.0,1.0,1.0,1.0,0.0,22.546,0.0,1.0,1.0,1.0,1.0,1.0,1.0,452.823,20.537,1.0,1.0,0.0,0.000,0.0,1.0,19.742,1.0,1.0,1.0,1.0,1.0,0.0,-6.5053577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.769,0.0,1.0,0.009,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,266.632,1.0,1.0,85,1.0,1.0,0.303,0.0,1.0,1.0,1.0,0.0,0.000,1.0,1.0,0.000,1.0,0.0,1.0,0.861,428.152,0.0,0.0,0.0,0.0,452.8947877883911,1.0,0.0,0.0,1.0,1.0,0.000,0.088,1.0,199.516,1.0,0.008,1.0,1.0,0.0,1.0,0.0,1.0,0.439,1.0,1.0,1.0,0.0,0.000,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1.0,0.7696335078534031,14.196,8700.0,0.0,1.0,0.014,1.0,0.0,1.0,1.0,1.0,1.0,18.313,1.0,57725.217472314835,0.0,1.0,0.006,1.0,1.0,1.0,1.0,0.062,1.0,0.0,1.0,0.0,1.0,1.0,0.495546875,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,240.620,1.0,1.0,0.0,1.0,1.0,1.0,0.539,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.406,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.026,0.0,1.0,1.0,4.910,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.000,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,274.470,5.397,154.156,1.0,0.0,1.0,1.0,1.0,1.0,0.0,22.671,1.0,1.0,1.0,1.0,1.0,1.0,1.0,592.454,20.558,1.0,1.0,0.0,0.000,1.0,1.0,19.788,1.0,1.0,1.0,1.0,0.0,0.0,-6.644365,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.829,1.0,1.0,0.007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,267.020,1.0,1.0,86,1.0,1.0,0.328,1.0,1.0,1.0,1.0,0.0,0.000,1.0,1.0,0.000,1.0,1.0,1.0,138.608,428.991,0.0,1.0,0.0,0.0,592.5224411487579,0.0,0.0,1.0,1.0,1.0,0.000,0.086,1.0,199.792,1.0,0.007,1.0,1.0,0.0,1.0,0.0,1.0,0.446,1.0,1.0,1.0,1.0,0.000,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
0.0,0.6910994764397905,14.207,8800.0,0.0,1.0,0.011,0.0,0.0,1.0,1.0,1.0,1.0,18.504,1.0,58179.30727672577,0.0,0.0,0.005,1.0,1.0,0.0,1.0,0.055,1.0,0.0,1.0,1.0,0.0,1.0,0.4925,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,239.900,1.0,1.0,0.0,1.0,1.0,0.0,0.522,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.448,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.026,1.0,1.0,0.0,4.880,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.000,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,273.961,5.364,154.088,1.0,0.0,1.0,0.0,1.0,1.0,0.0,22.881,1.0,1.0,1.0,1.0,1.0,1.0,1.0,454.022,20.787,1.0,1.0,0.0,0.000,1.0,1.0,20.015,1.0,1.0,1.0,1.0,1.0,1.0,-7.6341577,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.747,1.0,1.0,0.004,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,266.449,1.0,0.0,87,1.0,0.0,0.319,1.0,1.0,1.0,1.0,1.0,0.000,1.0,1.0,0.000,1.0,1.0,1.0,0.844,428.429,0.0,0.0,0.0,0.0,454.08980441093445,1.0,0.0,1.0,1.0,1.0,0.000,0.090,1.0,198.893,1.0,0.015,1.0,1.0,0.0,1.0,0.0,1.0,0.441,1.0,1.0,1.0,0.0,0.000,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.7696335078534031,14.076,8900.0,0.0,1.0,0.011,1.0,0.0,1.0,1.0,1.0,1.0,18.661,1.0,58761.7642455101,0.0,1.0,0.006,1.0,1.0,1.0,1.0,0.057,1.0,1.0,1.0,1.0,1.0,1.0,0.4990625,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,242.269,1.0,1.0,0.0,1.0,1.0,0.0,0.581,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.420,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.024,1.0,1.0,1.0,7.179,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.000,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,276.655,7.667,154.814,1.0,1.0,1.0,1.0,0.0,0.0,0.0,22.989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,582.385,20.957,1.0,1.0,0.0,0.000,1.0,1.0,20.171,1.0,1.0,1.0,1.0,1.0,0.0,-6.1850324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,4.819,1.0,1.0,0.011,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,269.134,0.0,1.0,88,1.0,1.0,0.334,1.0,1.0,1.0,1.0,0.0,0.000,1.0,1.0,0.000,1.0,1.0,1.0,123.534,431.851,1.0,0.0,0.0,0.0,582.4569687843323,1.0,0.0,1.0,1.0,1.0,0.000,0.088,1.0,200.909,1.0,0.008,1.0,0.0,0.0,1.0,1.0,1.0,0.440,1.0,1.0,1.0,0.0,0.000,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1.0,0.7068062827225131,14.151,9000.0,0.0,1.0,0.008,0.0,0.0,1.0,1.0,1.0,1.0,18.660,1.0,59216.48233771324,0.0,0.0,0.013,1.0,0.0,1.0,1.0,0.049,1.0,0.0,1.0,1.0,0.0,1.0,0.497265625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,239.331,1.0,1.0,1.0,1.0,1.0,1.0,0.506,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.453,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.030,1.0,1.0,1.0,5.814,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.000,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,273.598,6.302,154.135,1.0,1.0,1.0,1.0,0.0,0.0,0.0,23.092,1.0,1.0,1.0,1.0,0.0,0.0,1.0,454.650,20.977,1.0,1.0,0.0,0.000,1.0,1.0,20.191,1.0,1.0,0.0,0.0,0.0,0.0,-6.814128,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4.798,1.0,1.0,0.006,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,266.151,1.0,0.0,89,1.0,1.0,0.335,1.0,1.0,1.0,1.0,0.0,0.000,1.0,0.0,0.000,1.0,1.0,1.0,0.868,428.084,0.0,0.0,0.0,1.0,454.71809220314026,1.0,0.0,1.0,1.0,1.0,0.000,0.083,1.0,198.083,1.0,0.014,0.0,0.0,0.0,1.0,0.0,1.0,0.442,1.0,1.0,1.0,0.0,0.000,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1.0,0.7277486910994765,14.163,9100.0,0.0,1.0,0.015,1.0,0.0,1.0,1.0,1.0,1.0,18.708,1.0,59791.1977660656,1.0,0.0,0.004,1.0,1.0,0.0,1.0,0.057,1.0,1.0,1.0,1.0,1.0,1.0,0.4953125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,240.494,1.0,0.0,0.0,1.0,1.0,1.0,0.544,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.462,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.024,1.0,1.0,1.0,3.004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.000,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,274.806,3.490,154.012,1.0,0.0,1.0,0.0,1.0,0.0,0.0,23.065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,574.649,21.031,1.0,1.0,0.0,0.000,1.0,1.0,20.247,0.0,1.0,0.0,0.0,0.0,0.0,-6.0854926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.773,1.0,1.0,0.016,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,267.391,1.0,1.0,90,1.0,1.0,0.310,0.0,1.0,1.0,1.0,0.0,0.000,1.0,1.0,0.000,1.0,1.0,1.0,122.588,429.225,0.0,0.0,0.0,1.0,574.715428352356,0.0,0.0,1.0,1.0,1.0,0.000,0.087,1.0,199.260,0.0,0.007,1.0,1.0,0.0,1.0,0.0,1.0,0.434,1.0,1.0,0.0,1.0,0.000,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
1.0,0.6649214659685864,14.066,9200.0,0.0,1.0,0.009,0.0,0.0,1.0,1.0,1.0,1.0,18.864,1.0,60246.88387298584,0.0,0.0,0.003,1.0,0.0,0.0,0.0,0.057,1.0,0.0,1.0,1.0,0.0,1.0,0.49484375,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,239.499,0.0,0.0,0.0,1.0,1.0,1.0,0.497,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.456,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.022,1.0,1.0,0.0,6.265,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.000,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,273.910,6.746,154.464,0.0,1.0,1.0,1.0,0.0,0.0,1.0,22.458,1.0,1.0,0.0,1.0,0.0,1.0,1.0,455.615,21.127,1.0,1.0,0.0,0.000,0.0,1.0,20.394,1.0,1.0,0.0,1.0,1.0,0.0,-7.5960264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.769,1.0,1.0,0.009,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,266.469,1.0,1.0,91,1.0,1.0,0.328,1.0,1.0,1.0,1.0,0.0,0.000,1.0,1.0,0.000,1.0,1.0,1.0,0.845,428.749,0.0,0.0,0.0,0.0,455.6861069202423,1.0,0.0,1.0,1.0,1.0,0.000,0.092,1.0,198.778,1.0,0.013,1.0,1.0,0.0,1.0,1.0,1.0,0.438,1.0,1.0,1.0,0.0,0.000,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
0.0,0.7591623036649214,14.276,9300.0,0.0,1.0,0.006,1.0,0.0,1.0,1.0,1.0,1.0,18.893,1.0,60833.9689617157,1.0,1.0,0.007,1.0,1.0,0.0,1.0,0.048,1.0,0.0,1.0,1.0,1.0,1.0,0.49546875,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,240.849,1.0,0.0,0.0,1.0,1.0,1.0,0.540,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.467,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.027,1.0,1.0,1.0,6.864,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.000,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,275.291,7.351,154.181,1.0,0.0,1.0,1.0,0.0,1.0,0.0,22.505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,587.016,21.171,1.0,1.0,0.0,0.000,1.0,1.0,20.446,1.0,1.0,1.0,1.0,1.0,0.0,-6.150954,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,4.790,1.0,1.0,0.013,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,267.887,1.0,0.0,92,1.0,1.0,0.331,0.0,0.0,1.0,1.0,0.0,0.000,1.0,0.0,0.000,0.0,1.0,1.0,130.253,429.895,1.0,1.0,0.0,1.0,587.0850887298584,1.0,1.0,1.0,1.0,1.0,0.000,0.091,1.0,200.138,0.0,0.012,1.0,1.0,0.0,1.0,0.0,1.0,0.442,1.0,1.0,1.0,1.0,0.000,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
0.0,0.6649214659685864,14.057,9400.0,0.0,1.0,0.011,1.0,0.0,1.0,1.0,1.0,1.0,19.099,1.0,61289.444142341614,0.0,0.0,0.008,0.0,0.0,0.0,1.0,0.046,1.0,0.0,1.0,1.0,0.0,1.0,0.48875,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,239.119,1.0,1.0,0.0,1.0,0.0,1.0,0.534,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.450,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.020,1.0,1.0,1.0,6.437,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.000,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,273.850,6.930,154.135,1.0,0.0,1.0,1.0,0.0,1.0,0.0,22.661,0.0,1.0,0.0,1.0,1.0,1.0,1.0,455.404,21.405,1.0,1.0,0.0,0.000,0.0,1.0,20.617,1.0,0.0,0.0,1.0,1.0,0.0,-6.278907,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,4.777,1.0,1.0,0.011,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,266.414,1.0,1.0,93,1.0,1.0,0.327,1.0,1.0,1.0,1.0,1.0,0.000,1.0,1.0,0.000,1.0,1.0,1.0,0.832,428.371,0.0,0.0,0.0,0.0,455.4751806259155,1.0,1.0,1.0,1.0,1.0,0.000,0.085,1.0,198.290,0.0,0.012,1.0,0.0,0.0,1.0,1.0,1.0,0.448,1.0,1.0,1.0,0.0,0.000,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
